District_Name,Crop_Name,Market_Name,Price_Date,Price_Tk_kg
Mymensingh,Maize,Mymensingh Sadar Bazar,2024-10-24,38.79
Dhaka,Onion,Dhaka Sadar Bazar,2024-05-27,37.98
Chittagong,Sugarcane,Chittagong Sadar Bazar,2024-08-02,40.1
Sylhet,Bajra,Sylhet Sadar Bazar,2024-09-07,37.16
Chittagong,Opium,Chittagong Sadar Bazar,2024-11-14,41.58
Dhaka,Maize,Dhaka Sadar Bazar,2024-04-08,37.42
Chittagong,Fenugreek,Chittagong Sadar Bazar,2025-05-09,42.25
Jessore,Mustard,Jessore Sadar Bazar,2024-06-29,45.84
Barisal,Fennel,Barisal Sadar Bazar,2024-10-07,36.55
Rajshahi,Onion,Rajshahi Sadar Bazar,2024-07-09,39.37
Cumilla,Cotton,Cumilla Sadar Bazar,2024-05-07,42.21
Bogra,Guava,Bogra Sadar Bazar,2024-03-30,37.91
Sylhet,Garlic,Sylhet Sadar Bazar,2024-04-10,42.23
Chittagong,Oilseeds,Chittagong Sadar Bazar,2024-04-27,42.67
Chittagong,Fenugreek,Chittagong Sadar Bazar,2024-12-09,45.2
Chittagong,Opium,Chittagong Sadar Bazar,2024-10-25,37.09
Jessore,Pomegranate,Jessore Sadar Bazar,2025-04-03,35.47
Mymensingh,Mango,Mymensingh Sadar Bazar,2024-08-31,38.52
Sylhet,Coriander,Sylhet Sadar Bazar,2024-08-07,35.35
Rajshahi,Mustard,Rajshahi Sadar Bazar,2024-09-24,42.71
Sylhet,Barley,Sylhet Sadar Bazar,2024-08-04,34.42
Sylhet,Sugarcane,Sylhet Sadar Bazar,2024-07-27,51.2
Rangpur,Tomato,Rangpur Sadar Bazar,2024-06-29,46.22
Rangpur,Cotton,Rangpur Sadar Bazar,2024-09-22,40.06
Barisal,Guava,Barisal Sadar Bazar,2024-10-28,44.16
Sylhet,Pulses,Sylhet Sadar Bazar,2024-06-24,32.14
Rajshahi,Chilli,Rajshahi Sadar Bazar,2025-01-07,52.11
Jessore,Tomato,Jessore Sadar Bazar,2025-03-06,37.17
Sylhet,Cumin,Sylhet Sadar Bazar,2024-04-20,39.42
Bogra,Tomato,Bogra Sadar Bazar,2024-04-05,31.09
Rangpur,Sugarcane,Rangpur Sadar Bazar,2024-08-20,42.33
Dhaka,Mango,Dhaka Sadar Bazar,2024-08-28,34.69
Rajshahi,Chilli,Rajshahi Sadar Bazar,2025-03-09,40.49
Barisal,Bajra,Barisal Sadar Bazar,2025-01-25,37.39
Mymensingh,Bajra,Mymensingh Sadar Bazar,2025-04-30,34.83
Jessore,Mustard,Jessore Sadar Bazar,2025-01-12,36.14
Barisal,Fennel,Barisal Sadar Bazar,2025-04-02,41.08
Cumilla,Barley,Cumilla Sadar Bazar,2024-12-03,33.85
Mymensingh,Garlic,Mymensingh Sadar Bazar,2025-03-14,36.41
Mymensingh,Mustard,Mymensingh Sadar Bazar,2024-10-20,43.18
Chittagong,Onion,Chittagong Sadar Bazar,2024-07-08,52.49
Barisal,Wheat,Barisal Sadar Bazar,2025-04-18,42.29
Mymensingh,Citrus,Mymensingh Sadar Bazar,2025-02-24,35.6
Sylhet,Fenugreek,Sylhet Sadar Bazar,2024-09-08,38.24
Sylhet,Oilseeds,Sylhet Sadar Bazar,2024-05-29,40.15
Rajshahi,Opium,Rajshahi Sadar Bazar,2025-04-28,38.32
Cumilla,Mango,Cumilla Sadar Bazar,2024-10-18,44.33
Sylhet,Maize,Sylhet Sadar Bazar,2024-08-04,41.04
Mymensingh,Barley,Mymensingh Sadar Bazar,2025-02-17,44.36
Mymensingh,Cumin,Mymensingh Sadar Bazar,2025-04-23,38.49
Sylhet,Citrus,Sylhet Sadar Bazar,2025-01-25,46.36
Barisal,Sugarcane,Barisal Sadar Bazar,2024-08-10,39.2
Cumilla,Onion,Cumilla Sadar Bazar,2024-11-04,35.34
Rajshahi,Tomato,Rajshahi Sadar Bazar,2024-08-08,50.45
Chittagong,Cumin,Chittagong Sadar Bazar,2024-08-29,31.24
Bogra,Mustard,Bogra Sadar Bazar,2025-03-31,36.45
Barisal,Bajra,Barisal Sadar Bazar,2025-04-14,36.99
Chittagong,Cumin,Chittagong Sadar Bazar,2024-08-26,52.04
Cumilla,Fennel,Cumilla Sadar Bazar,2024-03-29,48.67
Rangpur,Mango,Rangpur Sadar Bazar,2025-05-10,47.17
Bogra,Cumin,Bogra Sadar Bazar,2024-07-07,38.41
Dhaka,Gram,Dhaka Sadar Bazar,2024-05-22,51.65
Mymensingh,Coriander,Mymensingh Sadar Bazar,2025-03-29,41.77
Rajshahi,Maize,Rajshahi Sadar Bazar,2024-04-29,44.69
Mymensingh,Maize,Mymensingh Sadar Bazar,2024-05-07,40.86
Chittagong,Gram,Chittagong Sadar Bazar,2024-08-21,39.76
Mymensingh,Coriander,Mymensingh Sadar Bazar,2024-09-14,38.79
Mymensingh,Sugarcane,Mymensingh Sadar Bazar,2024-12-11,38.99
Chittagong,Fennel,Chittagong Sadar Bazar,2024-10-08,42.92
Cumilla,Cotton,Cumilla Sadar Bazar,2025-01-23,41.76
Bogra,Fenugreek,Bogra Sadar Bazar,2024-07-27,39.85
Bogra,Guava,Bogra Sadar Bazar,2024-06-26,47.25
Chittagong,Garlic,Chittagong Sadar Bazar,2024-03-23,25.76
Rajshahi,Mango,Rajshahi Sadar Bazar,2024-11-08,42.45
Mymensingh,Pulses,Mymensingh Sadar Bazar,2024-12-11,43.45
Bogra,Barley,Bogra Sadar Bazar,2024-03-30,45.51
Chittagong,Mustard,Chittagong Sadar Bazar,2024-06-01,39.69
Bogra,Tomato,Bogra Sadar Bazar,2024-12-12,41.0
Chittagong,Sugarcane,Chittagong Sadar Bazar,2024-12-10,44.73
Bogra,Tomato,Bogra Sadar Bazar,2025-02-25,47.16
Rajshahi,Wheat,Rajshahi Sadar Bazar,2024-11-08,38.56
Bogra,Chilli,Bogra Sadar Bazar,2024-07-22,41.28
Rangpur,Mango,Rangpur Sadar Bazar,2024-12-17,48.06
Rangpur,Bajra,Rangpur Sadar Bazar,2024-09-02,29.8
Rajshahi,Oilseeds,Rajshahi Sadar Bazar,2024-07-12,36.69
Mymensingh,Gram,Mymensingh Sadar Bazar,2024-06-21,47.04
Chittagong,Bajra,Chittagong Sadar Bazar,2024-04-11,45.24
Barisal,Chilli,Barisal Sadar Bazar,2024-05-11,42.51
Cumilla,Garlic,Cumilla Sadar Bazar,2024-06-11,37.85
Jessore,Cumin,Jessore Sadar Bazar,2025-02-25,35.77
Bogra,Onion,Bogra Sadar Bazar,2024-12-27,37.16
Rangpur,Mango,Rangpur Sadar Bazar,2024-04-28,47.43
Dhaka,Coriander,Dhaka Sadar Bazar,2024-10-24,36.98
Bogra,Fennel,Bogra Sadar Bazar,2024-06-09,40.49
Jessore,Tomato,Jessore Sadar Bazar,2024-04-28,36.38
Bogra,Barley,Bogra Sadar Bazar,2025-05-09,44.05
Sylhet,Pulses,Sylhet Sadar Bazar,2025-05-03,37.41
Cumilla,Cumin,Cumilla Sadar Bazar,2024-09-11,39.53
Barisal,Guava,Barisal Sadar Bazar,2025-04-25,31.92
Sylhet,Chilli,Sylhet Sadar Bazar,2024-05-08,32.26
Rajshahi,Wheat,Rajshahi Sadar Bazar,2024-10-07,40.04
Barisal,Pulses,Barisal Sadar Bazar,2024-07-26,33.64
Dhaka,Gram,Dhaka Sadar Bazar,2025-01-02,50.1
Bogra,Maize,Bogra Sadar Bazar,2024-04-18,30.1
Dhaka,Maize,Dhaka Sadar Bazar,2025-01-12,36.16
Chittagong,Cumin,Chittagong Sadar Bazar,2024-07-08,40.08
Rangpur,Pulses,Rangpur Sadar Bazar,2024-11-10,38.25
Sylhet,Gram,Sylhet Sadar Bazar,2024-04-14,34.7
Cumilla,Barley,Cumilla Sadar Bazar,2025-01-10,35.4
Mymensingh,Mango,Mymensingh Sadar Bazar,2024-08-12,35.24
Mymensingh,Opium,Mymensingh Sadar Bazar,2025-02-12,38.62
Dhaka,Sugarcane,Dhaka Sadar Bazar,2025-01-28,49.37
Dhaka,Pulses,Dhaka Sadar Bazar,2024-08-02,40.37
Barisal,Opium,Barisal Sadar Bazar,2025-02-25,45.68
Barisal,Pomegranate,Barisal Sadar Bazar,2024-10-13,42.43
Sylhet,Opium,Sylhet Sadar Bazar,2024-08-05,45.35
Barisal,Pomegranate,Barisal Sadar Bazar,2024-11-21,26.56
Chittagong,Tomato,Chittagong Sadar Bazar,2024-09-22,38.54
Barisal,Opium,Barisal Sadar Bazar,2024-08-30,46.27
Mymensingh,Coriander,Mymensingh Sadar Bazar,2024-10-16,37.26
Bogra,Maize,Bogra Sadar Bazar,2024-03-30,48.46
Sylhet,Maize,Sylhet Sadar Bazar,2024-09-29,47.12
Dhaka,Fennel,Dhaka Sadar Bazar,2024-11-14,37.75
Mymensingh,Mango,Mymensingh Sadar Bazar,2024-09-19,37.58
Jessore,Guava,Jessore Sadar Bazar,2025-01-16,35.13
Rajshahi,Fenugreek,Rajshahi Sadar Bazar,2024-07-23,36.98
Jessore,Fennel,Jessore Sadar Bazar,2024-11-26,34.08
Cumilla,Pomegranate,Cumilla Sadar Bazar,2024-06-21,42.06
Bogra,Onion,Bogra Sadar Bazar,2024-05-21,33.01
Sylhet,Guava,Sylhet Sadar Bazar,2024-10-17,42.9
Jessore,Pomegranate,Jessore Sadar Bazar,2025-03-15,43.01
Barisal,Pomegranate,Barisal Sadar Bazar,2024-09-18,32.03
Chittagong,Chilli,Chittagong Sadar Bazar,2025-01-27,47.44
Rajshahi,Onion,Rajshahi Sadar Bazar,2024-07-12,42.47
Rajshahi,Wheat,Rajshahi Sadar Bazar,2025-01-28,43.6
Mymensingh,Coriander,Mymensingh Sadar Bazar,2024-10-03,36.36
Cumilla,Citrus,Cumilla Sadar Bazar,2024-06-20,42.99
Sylhet,Maize,Sylhet Sadar Bazar,2024-07-28,45.41
Chittagong,Chilli,Chittagong Sadar Bazar,2025-01-29,39.53
Cumilla,Cotton,Cumilla Sadar Bazar,2025-04-01,49.61
Jessore,Opium,Jessore Sadar Bazar,2024-11-04,40.21
Jessore,Barley,Jessore Sadar Bazar,2024-04-14,45.48
Bogra,Opium,Bogra Sadar Bazar,2025-02-06,41.41
Sylhet,Fennel,Sylhet Sadar Bazar,2024-06-30,42.81
Sylhet,Garlic,Sylhet Sadar Bazar,2024-11-10,31.98
Cumilla,Cotton,Cumilla Sadar Bazar,2024-04-04,41.78
Sylhet,Gram,Sylhet Sadar Bazar,2024-07-27,36.47
Barisal,Fenugreek,Barisal Sadar Bazar,2024-06-15,35.94
Chittagong,Onion,Chittagong Sadar Bazar,2024-07-12,48.37
Dhaka,Cotton,Dhaka Sadar Bazar,2024-09-07,38.97
Rajshahi,Citrus,Rajshahi Sadar Bazar,2025-03-25,35.18
Cumilla,Pulses,Cumilla Sadar Bazar,2025-01-26,38.28
Rangpur,Fennel,Rangpur Sadar Bazar,2025-02-14,33.76
Rangpur,Tomato,Rangpur Sadar Bazar,2024-08-24,46.88
Mymensingh,Cumin,Mymensingh Sadar Bazar,2024-06-26,36.66
Bogra,Mango,Bogra Sadar Bazar,2025-02-25,42.54
Dhaka,Cumin,Dhaka Sadar Bazar,2024-09-24,46.51
Bogra,Barley,Bogra Sadar Bazar,2025-01-14,37.6
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2024-11-26,42.55
Bogra,Fennel,Bogra Sadar Bazar,2024-06-07,35.06
Bogra,Oilseeds,Bogra Sadar Bazar,2024-05-31,51.74
Mymensingh,Garlic,Mymensingh Sadar Bazar,2025-02-14,44.49
Bogra,Chilli,Bogra Sadar Bazar,2025-01-05,39.08
Rangpur,Mango,Rangpur Sadar Bazar,2024-12-11,36.29
Jessore,Opium,Jessore Sadar Bazar,2024-07-17,39.45
Sylhet,Garlic,Sylhet Sadar Bazar,2024-09-22,38.37
Chittagong,Onion,Chittagong Sadar Bazar,2025-03-03,49.37
Rajshahi,Cotton,Rajshahi Sadar Bazar,2024-10-19,34.12
Dhaka,Fennel,Dhaka Sadar Bazar,2025-03-06,40.65
Mymensingh,Garlic,Mymensingh Sadar Bazar,2025-05-01,39.91
Jessore,Pomegranate,Jessore Sadar Bazar,2024-07-11,39.44
Dhaka,Bajra,Dhaka Sadar Bazar,2024-08-10,39.48
Barisal,Cumin,Barisal Sadar Bazar,2025-03-05,39.44
Mymensingh,Onion,Mymensingh Sadar Bazar,2024-07-25,44.19
Mymensingh,Onion,Mymensingh Sadar Bazar,2024-11-21,42.92
Sylhet,Chilli,Sylhet Sadar Bazar,2025-01-04,42.01
Barisal,Bajra,Barisal Sadar Bazar,2024-05-19,25.44
Rangpur,Onion,Rangpur Sadar Bazar,2024-06-22,41.44
Dhaka,Cotton,Dhaka Sadar Bazar,2025-03-18,32.05
Barisal,Opium,Barisal Sadar Bazar,2024-07-24,43.1
Bogra,Wheat,Bogra Sadar Bazar,2024-04-30,47.08
Sylhet,Bajra,Sylhet Sadar Bazar,2024-07-04,35.55
Dhaka,Oilseeds,Dhaka Sadar Bazar,2025-03-28,38.74
Chittagong,Pomegranate,Chittagong Sadar Bazar,2024-08-29,37.12
Sylhet,Cotton,Sylhet Sadar Bazar,2025-04-22,45.93
Dhaka,Cotton,Dhaka Sadar Bazar,2024-12-22,40.46
Chittagong,Maize,Chittagong Sadar Bazar,2025-05-01,48.3
Bogra,Barley,Bogra Sadar Bazar,2024-04-16,41.99
Rajshahi,Tomato,Rajshahi Sadar Bazar,2024-06-03,41.16
Dhaka,Cotton,Dhaka Sadar Bazar,2024-03-28,40.33
Jessore,Wheat,Jessore Sadar Bazar,2024-09-18,43.93
Rajshahi,Opium,Rajshahi Sadar Bazar,2024-10-07,31.66
Jessore,Cumin,Jessore Sadar Bazar,2025-03-17,40.41
Chittagong,Cotton,Chittagong Sadar Bazar,2024-06-15,39.66
Barisal,Garlic,Barisal Sadar Bazar,2024-08-21,43.48
Dhaka,Coriander,Dhaka Sadar Bazar,2025-03-08,39.1
Bogra,Sugarcane,Bogra Sadar Bazar,2024-07-02,35.01
Chittagong,Pulses,Chittagong Sadar Bazar,2024-08-05,40.04
Mymensingh,Tomato,Mymensingh Sadar Bazar,2024-04-26,34.8
Bogra,Garlic,Bogra Sadar Bazar,2025-02-23,30.76
Chittagong,Pomegranate,Chittagong Sadar Bazar,2024-06-19,43.49
Bogra,Citrus,Bogra Sadar Bazar,2025-02-18,42.78
Chittagong,Oilseeds,Chittagong Sadar Bazar,2025-01-21,42.24
Jessore,Onion,Jessore Sadar Bazar,2024-06-24,46.25
Chittagong,Oilseeds,Chittagong Sadar Bazar,2024-07-11,36.81
Dhaka,Cotton,Dhaka Sadar Bazar,2024-07-31,33.13
Barisal,Oilseeds,Barisal Sadar Bazar,2024-11-11,39.66
Jessore,Gram,Jessore Sadar Bazar,2024-11-26,38.33
Dhaka,Bajra,Dhaka Sadar Bazar,2024-05-17,35.96
Cumilla,Chilli,Cumilla Sadar Bazar,2025-03-13,39.62
Jessore,Opium,Jessore Sadar Bazar,2025-01-08,37.06
Barisal,Barley,Barisal Sadar Bazar,2024-11-29,31.19
Dhaka,Pulses,Dhaka Sadar Bazar,2024-03-24,37.88
Cumilla,Tomato,Cumilla Sadar Bazar,2025-02-20,34.55
Dhaka,Pulses,Dhaka Sadar Bazar,2025-04-29,41.11
Dhaka,Coriander,Dhaka Sadar Bazar,2024-07-17,36.85
Barisal,Pomegranate,Barisal Sadar Bazar,2024-04-26,45.34
Chittagong,Mustard,Chittagong Sadar Bazar,2025-02-04,47.7
Barisal,Citrus,Barisal Sadar Bazar,2024-06-27,43.26
Dhaka,Mango,Dhaka Sadar Bazar,2024-07-19,32.56
Rajshahi,Coriander,Rajshahi Sadar Bazar,2025-05-14,47.22
Dhaka,Barley,Dhaka Sadar Bazar,2025-01-18,47.56
Rajshahi,Maize,Rajshahi Sadar Bazar,2024-05-31,40.09
Sylhet,Cumin,Sylhet Sadar Bazar,2024-12-04,46.35
Dhaka,Tomato,Dhaka Sadar Bazar,2024-04-19,37.35
Bogra,Tomato,Bogra Sadar Bazar,2024-04-22,31.04
Barisal,Barley,Barisal Sadar Bazar,2025-04-19,36.35
Chittagong,Oilseeds,Chittagong Sadar Bazar,2024-08-13,48.3
Jessore,Bajra,Jessore Sadar Bazar,2024-08-29,32.84
Bogra,Barley,Bogra Sadar Bazar,2024-06-08,40.0
Jessore,Fennel,Jessore Sadar Bazar,2025-03-01,40.16
Rajshahi,Pulses,Rajshahi Sadar Bazar,2025-04-01,37.54
Jessore,Wheat,Jessore Sadar Bazar,2024-06-02,37.87
Sylhet,Opium,Sylhet Sadar Bazar,2025-01-18,40.35
Cumilla,Gram,Cumilla Sadar Bazar,2025-04-27,37.3
Jessore,Cumin,Jessore Sadar Bazar,2024-10-02,33.17
Mymensingh,Mustard,Mymensingh Sadar Bazar,2024-10-29,41.03
Dhaka,Tomato,Dhaka Sadar Bazar,2024-05-03,45.15
Rangpur,Maize,Rangpur Sadar Bazar,2024-09-22,44.17
Dhaka,Pulses,Dhaka Sadar Bazar,2024-06-11,36.11
Rangpur,Sugarcane,Rangpur Sadar Bazar,2025-04-10,33.99
Chittagong,Guava,Chittagong Sadar Bazar,2025-01-16,38.64
Jessore,Fennel,Jessore Sadar Bazar,2025-03-30,47.53
Dhaka,Pulses,Dhaka Sadar Bazar,2025-01-14,43.1
Chittagong,Bajra,Chittagong Sadar Bazar,2025-01-26,43.38
Jessore,Pulses,Jessore Sadar Bazar,2024-10-24,44.27
Bogra,Cotton,Bogra Sadar Bazar,2024-06-14,42.02
Rajshahi,Onion,Rajshahi Sadar Bazar,2025-02-19,40.58
Cumilla,Coriander,Cumilla Sadar Bazar,2024-05-12,43.18
Barisal,Fenugreek,Barisal Sadar Bazar,2024-03-24,37.38
Cumilla,Fennel,Cumilla Sadar Bazar,2024-10-05,33.21
Sylhet,Gram,Sylhet Sadar Bazar,2024-03-25,43.47
Chittagong,Onion,Chittagong Sadar Bazar,2024-05-24,45.94
Jessore,Fennel,Jessore Sadar Bazar,2024-10-13,34.63
Bogra,Sugarcane,Bogra Sadar Bazar,2025-03-30,43.95
Chittagong,Cotton,Chittagong Sadar Bazar,2025-03-17,48.07
Sylhet,Cumin,Sylhet Sadar Bazar,2024-11-15,39.99
Jessore,Pomegranate,Jessore Sadar Bazar,2025-03-24,36.07
Chittagong,Gram,Chittagong Sadar Bazar,2025-02-12,40.59
Bogra,Fenugreek,Bogra Sadar Bazar,2025-02-14,37.36
Sylhet,Garlic,Sylhet Sadar Bazar,2024-08-04,37.04
Chittagong,Citrus,Chittagong Sadar Bazar,2024-12-09,42.08
Rangpur,Coriander,Rangpur Sadar Bazar,2025-02-15,32.3
Rangpur,Onion,Rangpur Sadar Bazar,2024-10-29,33.07
Mymensingh,Fenugreek,Mymensingh Sadar Bazar,2024-03-26,40.09
Chittagong,Bajra,Chittagong Sadar Bazar,2024-05-11,39.89
Cumilla,Barley,Cumilla Sadar Bazar,2024-08-19,41.65
Mymensingh,Chilli,Mymensingh Sadar Bazar,2024-04-07,49.0
Rangpur,Tomato,Rangpur Sadar Bazar,2024-05-20,40.5
Dhaka,Chilli,Dhaka Sadar Bazar,2024-09-02,42.87
Barisal,Tomato,Barisal Sadar Bazar,2024-11-05,35.32
Bogra,Gram,Bogra Sadar Bazar,2025-03-28,43.69
Rajshahi,Sugarcane,Rajshahi Sadar Bazar,2025-02-03,37.47
Jessore,Citrus,Jessore Sadar Bazar,2025-02-22,40.34
Dhaka,Barley,Dhaka Sadar Bazar,2025-02-24,39.48
Bogra,Chilli,Bogra Sadar Bazar,2024-08-12,44.96
Cumilla,Coriander,Cumilla Sadar Bazar,2024-07-07,33.71
Barisal,Mango,Barisal Sadar Bazar,2024-12-07,29.04
Rangpur,Garlic,Rangpur Sadar Bazar,2024-04-14,38.98
Mymensingh,Citrus,Mymensingh Sadar Bazar,2025-05-03,42.25
Rajshahi,Barley,Rajshahi Sadar Bazar,2024-10-30,40.73
Jessore,Maize,Jessore Sadar Bazar,2024-11-15,45.91
Sylhet,Cotton,Sylhet Sadar Bazar,2025-04-21,42.1
Chittagong,Pulses,Chittagong Sadar Bazar,2025-05-17,37.29
Chittagong,Mustard,Chittagong Sadar Bazar,2024-09-03,28.84
Barisal,Onion,Barisal Sadar Bazar,2025-05-14,38.86
Dhaka,Guava,Dhaka Sadar Bazar,2024-09-29,44.93
Dhaka,Bajra,Dhaka Sadar Bazar,2024-04-11,38.12
Dhaka,Barley,Dhaka Sadar Bazar,2024-12-20,40.14
Dhaka,Garlic,Dhaka Sadar Bazar,2024-10-03,42.02
Cumilla,Maize,Cumilla Sadar Bazar,2024-11-27,35.13
Cumilla,Tomato,Cumilla Sadar Bazar,2024-07-30,42.99
Bogra,Gram,Bogra Sadar Bazar,2025-04-20,47.86
Dhaka,Chilli,Dhaka Sadar Bazar,2025-03-06,39.17
Bogra,Cumin,Bogra Sadar Bazar,2025-01-05,34.58
Jessore,Cotton,Jessore Sadar Bazar,2025-03-17,39.68
Cumilla,Wheat,Cumilla Sadar Bazar,2024-05-13,29.32
Bogra,Mustard,Bogra Sadar Bazar,2024-04-12,41.62
Bogra,Fennel,Bogra Sadar Bazar,2024-11-16,42.17
Barisal,Pulses,Barisal Sadar Bazar,2024-04-16,48.04
Barisal,Tomato,Barisal Sadar Bazar,2025-04-13,39.07
Bogra,Barley,Bogra Sadar Bazar,2025-05-02,41.96
Dhaka,Garlic,Dhaka Sadar Bazar,2024-12-26,35.87
Sylhet,Sugarcane,Sylhet Sadar Bazar,2024-05-12,38.29
Mymensingh,Citrus,Mymensingh Sadar Bazar,2024-07-29,32.68
Rangpur,Pomegranate,Rangpur Sadar Bazar,2024-08-20,39.07
Dhaka,Barley,Dhaka Sadar Bazar,2024-03-31,38.53
Bogra,Cumin,Bogra Sadar Bazar,2024-05-05,41.44
Barisal,Maize,Barisal Sadar Bazar,2024-05-26,37.01
Jessore,Gram,Jessore Sadar Bazar,2024-07-10,40.4
Rajshahi,Mustard,Rajshahi Sadar Bazar,2024-12-13,38.4
Mymensingh,Mustard,Mymensingh Sadar Bazar,2024-05-08,38.41
Jessore,Fenugreek,Jessore Sadar Bazar,2025-01-26,40.39
Rangpur,Mango,Rangpur Sadar Bazar,2024-12-19,40.19
Bogra,Sugarcane,Bogra Sadar Bazar,2025-05-10,43.65
Dhaka,Bajra,Dhaka Sadar Bazar,2025-03-06,39.42
Rangpur,Fenugreek,Rangpur Sadar Bazar,2024-08-23,38.32
Jessore,Guava,Jessore Sadar Bazar,2024-10-04,39.13
Sylhet,Maize,Sylhet Sadar Bazar,2024-06-24,36.57
Cumilla,Citrus,Cumilla Sadar Bazar,2024-04-21,38.27
Rajshahi,Mango,Rajshahi Sadar Bazar,2024-07-28,49.75
Bogra,Coriander,Bogra Sadar Bazar,2024-12-15,35.62
Rangpur,Cumin,Rangpur Sadar Bazar,2024-06-17,38.66
Cumilla,Citrus,Cumilla Sadar Bazar,2024-05-26,38.14
Chittagong,Opium,Chittagong Sadar Bazar,2024-05-19,38.81
Jessore,Barley,Jessore Sadar Bazar,2025-03-30,38.41
Rangpur,Fennel,Rangpur Sadar Bazar,2024-04-11,41.34
Chittagong,Opium,Chittagong Sadar Bazar,2024-10-29,31.79
Mymensingh,Pulses,Mymensingh Sadar Bazar,2024-06-21,44.98
Barisal,Chilli,Barisal Sadar Bazar,2024-07-11,43.04
Bogra,Sugarcane,Bogra Sadar Bazar,2024-06-10,34.03
Chittagong,Pomegranate,Chittagong Sadar Bazar,2025-02-28,29.11
Dhaka,Chilli,Dhaka Sadar Bazar,2024-10-23,35.31
Mymensingh,Mustard,Mymensingh Sadar Bazar,2024-12-09,38.84
Rangpur,Opium,Rangpur Sadar Bazar,2025-03-25,52.39
Chittagong,Tomato,Chittagong Sadar Bazar,2024-11-04,42.61
Sylhet,Fennel,Sylhet Sadar Bazar,2024-12-08,31.32
Cumilla,Sugarcane,Cumilla Sadar Bazar,2024-08-25,36.69
Barisal,Guava,Barisal Sadar Bazar,2024-03-29,39.74
Dhaka,Wheat,Dhaka Sadar Bazar,2025-02-21,41.22
Jessore,Oilseeds,Jessore Sadar Bazar,2025-05-13,33.69
Mymensingh,Pulses,Mymensingh Sadar Bazar,2024-09-24,39.35
Jessore,Garlic,Jessore Sadar Bazar,2024-11-10,36.56
Cumilla,Mustard,Cumilla Sadar Bazar,2024-06-09,34.7
Sylhet,Guava,Sylhet Sadar Bazar,2024-05-17,41.25
Rangpur,Fenugreek,Rangpur Sadar Bazar,2024-10-06,43.71
Jessore,Barley,Jessore Sadar Bazar,2024-08-18,44.04
Rajshahi,Coriander,Rajshahi Sadar Bazar,2024-10-16,42.76
Barisal,Barley,Barisal Sadar Bazar,2024-09-03,37.61
Cumilla,Citrus,Cumilla Sadar Bazar,2025-03-06,43.43
Dhaka,Mustard,Dhaka Sadar Bazar,2025-01-11,41.48
Mymensingh,Maize,Mymensingh Sadar Bazar,2024-11-19,40.64
Rajshahi,Mustard,Rajshahi Sadar Bazar,2025-04-06,37.06
Jessore,Oilseeds,Jessore Sadar Bazar,2025-04-21,37.61
Chittagong,Cumin,Chittagong Sadar Bazar,2024-07-27,40.35
Jessore,Guava,Jessore Sadar Bazar,2025-04-03,51.71
Chittagong,Wheat,Chittagong Sadar Bazar,2025-03-31,41.45
Mymensingh,Opium,Mymensingh Sadar Bazar,2024-12-03,37.07
Dhaka,Onion,Dhaka Sadar Bazar,2025-02-06,36.0
Cumilla,Citrus,Cumilla Sadar Bazar,2024-11-24,37.64
Barisal,Cotton,Barisal Sadar Bazar,2024-06-01,50.45
Cumilla,Barley,Cumilla Sadar Bazar,2024-08-16,38.08
Chittagong,Pulses,Chittagong Sadar Bazar,2025-05-05,44.35
Cumilla,Maize,Cumilla Sadar Bazar,2025-01-14,38.2
Cumilla,Wheat,Cumilla Sadar Bazar,2025-02-22,41.25
Bogra,Mustard,Bogra Sadar Bazar,2024-06-08,43.8
Barisal,Wheat,Barisal Sadar Bazar,2024-06-12,37.25
Rajshahi,Fennel,Rajshahi Sadar Bazar,2024-11-15,36.92
Rangpur,Onion,Rangpur Sadar Bazar,2024-07-14,47.96
Rangpur,Maize,Rangpur Sadar Bazar,2024-12-24,44.73
Mymensingh,Citrus,Mymensingh Sadar Bazar,2024-12-22,43.8
Rajshahi,Citrus,Rajshahi Sadar Bazar,2024-08-28,43.78
Chittagong,Mango,Chittagong Sadar Bazar,2024-08-15,42.21
Chittagong,Tomato,Chittagong Sadar Bazar,2024-08-12,49.69
Cumilla,Tomato,Cumilla Sadar Bazar,2024-08-01,40.21
Mymensingh,Pomegranate,Mymensingh Sadar Bazar,2024-08-12,42.77
Cumilla,Guava,Cumilla Sadar Bazar,2025-04-15,33.04
Chittagong,Pulses,Chittagong Sadar Bazar,2024-06-21,36.04
Jessore,Coriander,Jessore Sadar Bazar,2024-09-03,34.24
Cumilla,Garlic,Cumilla Sadar Bazar,2024-09-13,46.12
Mymensingh,Cotton,Mymensingh Sadar Bazar,2024-10-19,27.75
Rajshahi,Tomato,Rajshahi Sadar Bazar,2024-12-10,38.07
Chittagong,Cumin,Chittagong Sadar Bazar,2024-10-26,25.63
Barisal,Guava,Barisal Sadar Bazar,2024-07-19,36.01
Dhaka,Citrus,Dhaka Sadar Bazar,2025-04-21,37.64
Mymensingh,Sugarcane,Mymensingh Sadar Bazar,2024-11-21,46.65
Rangpur,Pulses,Rangpur Sadar Bazar,2025-01-22,41.9
Barisal,Mango,Barisal Sadar Bazar,2025-05-04,36.0
Barisal,Sugarcane,Barisal Sadar Bazar,2025-02-17,45.12
Rangpur,Citrus,Rangpur Sadar Bazar,2024-09-06,40.09
Mymensingh,Pulses,Mymensingh Sadar Bazar,2025-05-11,40.18
